Rank_Number,Protein_Name,x_OfSpectra_20191003_Yeast_QEHFx_200ng_450nl_80min_01_191004,x_OfSpectra_20191003_Yeast_QEHFx_200ng_450nl_80min_04_191004,x_OfSpectra_20191004_Yeast_QEHFx_200ng_450nl_80min_01_191004,Max_x_OfSpectra,Sum_x_OfSpectra,x_AA_sInProtein,Contaminant
1186,>sp|P41811|COPB2_YEAST Coatomer subunit beta' OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SEC27 PE=1 SV=1,20,17,33,33,70,20,0
1187,>sp|P41814|TRM6_YEAST tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GCD10 PE=1 SV=1,-Inf,-Inf,1,1,1,-Inf,0
1188,>sp|P41818|GLC8_YEAST Protein GLC8 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GLC8 PE=1 SV=1,4,3,4,4,11,4,0
1189,>sp|P41819|DIM1_YEAST Dimethyladenosine transferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=DIM1 PE=3 SV=1,-Inf,-Inf,2,2,2,-Inf,0
1190,>sp|P41895|T2FA_YEAST Transcription initiation factor IIF subunit alpha OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TFG1 PE=1 SV=2,3,4,3,4,10,3,0
1191,>sp|P41896|T2FB_YEAST Transcription initiation factor IIF subunit beta OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TFG2 PE=1 SV=2,-Inf,-Inf,1,1,1,-Inf,0
1192,>sp|P41911|GPD2_YEAST Glycerol-3-phosphate dehydrogenase [NAD(+)] 2- mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GPD2 PE=1 SV=2,8,8,10,10,26,8,0
1193,>sp|P41920|YRB1_YEAST Ran-specific GTPase-activating protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YRB1 PE=1 SV=1,5,5,15,15,25,5,0
1194,>sp|P41921|GSHR_YEAST Glutathione reductase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GLR1 PE=1 SV=2,4,4,10,10,18,4,0
1195,>sp|P41940|MPG1_YEAST Mannose-1-phosphate guanyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PSA1 PE=1 SV=2,29,30,47,47,106,29,0
1196,>sp|P42826|XKS1_YEAST Xylulose kinase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=XKS1 PE=1 SV=2,2,-Inf,8,8,10,2,0
1197,>sp|P42838|LEM3_YEAST Alkylphosphocholine resistance protein LEM3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=LEM3 PE=1 SV=1,-Inf,-Inf,2,2,2,-Inf,0
1198,>sp|P42842|EMW1_YEAST Essential for maintenance of the cell wall protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=EMW1 PE=1 SV=1,1,4,3,4,8,1,0
1199,>sp|P42846|KRI1_YEAST Protein KRI1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=KRI1 PE=1 SV=1,2,3,4,4,9,2,0
1200,>sp|P42934|PMT6_YEAST Dolichyl-phosphate-mannose--protein mannosyltransferase 6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PMT6 PE=1 SV=1,-Inf,2,-Inf,2,2,-Inf,0
1201,>sp|P42935|ELP2_YEAST Elongator complex protein 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ELP2 PE=1 SV=1,-Inf,2,1,2,3,-Inf,0
1202,>sp|P42936|YG4D_YEAST Putative elongation factor 1 gamma homolog OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YGR201C PE=4 SV=3,-Inf,-Inf,1,1,1,-Inf,0
1203,>sp|P42938|TDA10_YEAST Probable ATP-dependent kinase TDA10 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TDA10 PE=1 SV=1,1,1,1,1,3,1,0
1204,>sp|P42940|ETFB_YEAST Probable electron transfer flavoprotein subunit beta OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CIR1 PE=1 SV=1,5,5,4,5,14,5,0
1205,>sp|P42941|SERB_YEAST Phosphoserine phosphatase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SER2 PE=1 SV=1,4,5,6,6,15,4,0
1206,>sp|P42942|YG4I_YEAST Uncharacterized GTP-binding protein YGR210C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YGR210C PE=1 SV=1,1,1,3,3,5,1,0
1207,>sp|P42943|TCPH_YEAST T-complex protein 1 subunit eta OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CCT7 PE=1 SV=1,13,11,14,14,38,13,0
1208,>sp|P42945|UTP10_YEAST U3 small nucleolar RNA-associated protein 10 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=UTP10 PE=1 SV=1,5,3,3,5,11,5,0
1209,>sp|P42949|TIM16_YEAST Mitochondrial import inner membrane translocase subunit TIM16 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PAM16 PE=1 SV=1,-Inf,2,2,2,4,-Inf,0
1210,>sp|P43123|UAP1_YEAST UDP-N-acetylglucosamine pyrophosphorylase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=QRI1 PE=1 SV=1,5,7,11,11,23,5,0
1211,>sp|P43321|SMD3_YEAST Small nuclear ribonucleoprotein Sm D3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SMD3 PE=1 SV=1,1,2,-Inf,2,3,1,0
1212,>sp|P43535|GCN20_YEAST Protein GCN20 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GCN20 PE=1 SV=1,16,11,14,16,41,16,0
1213,>sp|P43555|EMP47_YEAST Protein EMP47 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=EMP47 PE=1 SV=1,6,6,7,7,19,6,0
1214,>sp|P43558|OTU1_YEAST Ubiquitin thioesterase OTU1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=OTU1 PE=1 SV=1,-Inf,1,2,2,3,-Inf,0
1215,>sp|P43561|FET5_YEAST Iron transport multicopper oxidase FET5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=FET5 PE=1 SV=1,1,2,-Inf,2,3,1,0
1216,>sp|P43569|CAF16_YEAST CCR4-associated factor 16 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CAF16 PE=1 SV=1,2,1,3,3,6,2,0
1217,>sp|P43577|GNA1_YEAST Glucosamine 6-phosphate N-acetyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GNA1 PE=1 SV=1,-Inf,1,5,5,6,-Inf,0
1218,>sp|P43582|WWM1_YEAST WW domain-containing protein WWM1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=WWM1 PE=1 SV=1,4,4,10,10,18,4,0
1219,>sp|P43583|BLM10_YEAST Proteasome activator BLM10 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=BLM10 PE=1 SV=2,-Inf,2,-Inf,2,2,-Inf,0
1220,>sp|P43585|VTC2_YEAST Vacuolar transporter chaperone 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=VTC2 PE=1 SV=1,13,11,14,14,38,13,0
1221,>sp|P43586|LOC1_YEAST 60S ribosomal subunit assembly/export protein LOC1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=LOC1 PE=1 SV=1,1,2,4,4,7,1,0
1222,>sp|P43588|RPN11_YEAST Ubiquitin carboxyl-terminal hydrolase RPN11 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPN11 PE=1 SV=1,12,10,16,16,38,12,0
1223,>sp|P43589|SAD1_YEAST Pre-mRNA-splicing factor SAD1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SAD1 PE=1 SV=1,-Inf,-Inf,1,1,1,-Inf,0
1224,>sp|P43590|YFH6_YEAST Uncharacterized peptidase YFR006W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YFR006W PE=1 SV=1,-Inf,-Inf,7,7,7,-Inf,0
1225,>sp|P43591|YFH7_YEAST ATP-dependent kinase YFH7 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YFH7 PE=1 SV=1,4,4,3,4,11,4,0
1226,>sp|P43593|UBP6_YEAST Ubiquitin carboxyl-terminal hydrolase 6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=UBP6 PE=1 SV=1,10,8,14,14,32,10,0
1227,>sp|P43597|YFI6_YEAST Uncharacterized protein YFR016C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YFR016C PE=1 SV=1,4,5,9,9,18,4,0
1228,>sp|P43598|IGD1_YEAST Inhibitor of glycogen debranching 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=IGD1 PE=1 SV=1,3,3,2,3,8,3,0
1229,>sp|P43603|LSB3_YEAST LAS seventeen-binding protein 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=LSB3 PE=1 SV=3,11,6,15,15,32,11,0
1230,>sp|P43609|RSC8_YEAST Chromatin structure-remodeling complex protein RSC8 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RSC8 PE=1 SV=1,4,3,10,10,17,4,0
1231,>sp|P43612|SA155_YEAST SIT4-associating protein SAP155 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SAP155 PE=1 SV=4,2,-Inf,2,2,4,2,0
1232,>sp|P43613|ERJ5_YEAST ER-localized J domain-containing protein 5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ERJ5 PE=1 SV=1,-Inf,-Inf,2,2,2,-Inf,0
1233,>sp|P43616|DUG1_YEAST Cys-Gly metallodipeptidase DUG1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=DUG1 PE=1 SV=1,25,16,29,29,70,25,0
1234,>sp|P43619|NADC_YEAST Nicotinate-nucleotide pyrophosphorylase [carboxylating] OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=BNA6 PE=1 SV=1,6,7,10,10,23,6,0
1235,>sp|P43621|COPD_YEAST Coatomer subunit delta OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RET2 PE=1 SV=3,3,3,7,7,13,3,0
1236,>sp|P43636|ALG2_YEAST Alpha-1-3/1-6-mannosyltransferase ALG2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ALG2 PE=1 SV=2,1,-Inf,6,6,7,1,0
1237,>sp|P43638|MHP1_YEAST MAP-homologous protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MHP1 PE=1 SV=1,-Inf,-Inf,6,6,6,-Inf,0
1238,>sp|P43639|CSK2B_YEAST Casein kinase II subunit beta OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CKB1 PE=1 SV=1,2,2,1,2,5,2,0
1239,>sp|P43682|SFT1_YEAST Protein transport protein SFT1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SFT1 PE=1 SV=1,-Inf,-Inf,2,2,2,-Inf,0
1240,>sp|P45976|FIP1_YEAST Pre-mRNA polyadenylation factor FIP1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=FIP1 PE=1 SV=1,-Inf,2,1,2,3,-Inf,0
1241,>sp|P45978|SCD6_YEAST Protein SCD6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SCD6 PE=1 SV=1,4,5,5,5,14,4,0
1242,>sp|P46151|MTHR1_YEAST Methylenetetrahydrofolate reductase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MET12 PE=1 SV=2,-Inf,-Inf,4,4,4,-Inf,0
1243,>sp|P46367|ALDH4_YEAST Potassium-activated aldehyde dehydrogenase- mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ALD4 PE=1 SV=2,28,31,37,37,96,28,0
1244,>sp|P46655|SYEC_YEAST Glutamate--tRNA ligase- cytoplasmic OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GUS1 PE=1 SV=3,56,51,71,71,178,56,0
1245,>sp|P46669|RPA43_YEAST DNA-directed RNA polymerase I subunit RPA43 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPA43 PE=1 SV=2,4,3,4,4,11,4,0
1246,>sp|P46672|ARC1_YEAST tRNA-aminoacylation cofactor ARC1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ARC1 PE=1 SV=2,27,21,36,36,84,27,0
1247,>sp|P46673|NUP85_YEAST Nucleoporin NUP85 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NUP85 PE=1 SV=1,-Inf,-Inf,2,2,2,-Inf,0
1248,>sp|P46680|AIP1_YEAST Actin-interacting protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=AIP1 PE=1 SV=1,12,10,15,15,37,12,0
1249,>sp|P46681|DLD2_YEAST D-2-hydroxyglutarate--pyruvate transhydrogenase DLD2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=DLD2 PE=1 SV=1,-Inf,-Inf,2,2,2,-Inf,0
1250,>sp|P46682|AP3B_YEAST AP-3 complex subunit beta OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=APL6 PE=1 SV=2,2,1,5,5,8,2,0
1251,>sp|P46683|YAR1_YEAST Ankyrin repeat-containing protein YAR1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YAR1 PE=1 SV=1,4,5,5,5,14,4,0
1252,>sp|Q08745|RS10A_YEAST 40S ribosomal protein S10-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPS10A PE=1 SV=1,4,5,6,6,15,4,0
1252,>sp|P46784|RS10B_YEAST 40S ribosomal protein S10-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPS10B PE=1 SV=1,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf,0
1253,>sp|P46948|RRP41_YEAST Exosome complex component SKI6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SKI6 PE=1 SV=1,-Inf,-Inf,1,1,1,-Inf,0
1254,>sp|P46951|YPP1_YEAST Cargo-transport protein YPP1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YPP1 PE=1 SV=1,-Inf,-Inf,1,1,1,-Inf,0
1255,>sp|P46956|PHO86_YEAST Inorganic phosphate transporter PHO86 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PHO86 PE=1 SV=1,3,2,4,4,9,3,0
1256,>sp|P46964|OST2_YEAST Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit OST2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=OST2 PE=1 SV=3,-Inf,-Inf,2,2,2,-Inf,0
1257,>sp|P46965|SPC1_YEAST Signal peptidase complex subunit SPC1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SPC1 PE=1 SV=1,3,1,1,3,5,3,0
1258,>sp|P46969|RPE_YEAST Ribulose-phosphate 3-epimerase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPE1 PE=1 SV=1,3,4,6,6,13,3,0
1259,>sp|P46971|PMT4_YEAST Dolichyl-phosphate-mannose--protein mannosyltransferase 4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PMT4 PE=1 SV=1,5,6,4,6,15,5,0
1260,>sp|P46982|MNN5_YEAST Alpha-1-2-mannosyltransferase MNN5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MNN5 PE=1 SV=2,1,4,3,4,8,1,0
1261,>sp|P46984|GON7_YEAST EKC/KEOPS complex subunit GON7 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GON7 PE=1 SV=1,-Inf,1,3,3,4,-Inf,0
1262,>sp|P46985|MNN11_YEAST Probable alpha-1-6-mannosyltransferase MNN11 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MNN11 PE=1 SV=2,1,1,3,3,5,1,0
1263,>sp|P46988|PFD1_YEAST Prefoldin subunit 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PFD1 PE=1 SV=2,3,3,4,4,10,3,0
1264,>sp|P46989|ATG27_YEAST Autophagy-related protein 27 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ATG27 PE=1 SV=2,4,4,5,5,13,4,0
1265,>sp|P46990|RL17B_YEAST 60S ribosomal protein L17-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL17B PE=1 SV=2,5,6,4,6,15,5,0
1266,>sp|P46992|YJR1_YEAST Cell wall protein YJL171C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YJL171C PE=1 SV=2,2,1,2,2,5,2,0
1267,>sp|P47006|RPA34_YEAST DNA-directed RNA polymerase I subunit RPA34 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPA34 PE=1 SV=1,-Inf,-Inf,2,2,2,-Inf,0
1268,>sp|P47008|SFH5_YEAST Phosphatidylinositol transfer protein SFH5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SFH5 PE=1 SV=1,3,2,3,3,8,3,0
1269,>sp|P47013|DS1P1_YEAST Dihydrosphingosine 1-phosphate phosphatase LCB3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=LCB3 PE=1 SV=1,-Inf,2,-Inf,2,2,-Inf,0
1270,>sp|P47017|LSM1_YEAST Sm-like protein LSm1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=LSM1 PE=1 SV=1,1,-Inf,1,1,2,1,0
1271,>sp|P47018|MTC1_YEAST Maintenance of telomere capping protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MTC1 PE=1 SV=1,9,8,11,11,28,9,0
1272,>sp|P47019|ALB1_YEAST Ribosome biogenesis protein ALB1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ALB1 PE=1 SV=1,1,-Inf,-Inf,1,1,1,0
1273,>sp|P47031|IML2_YEAST Inclusion body clearance protein IML2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=IML2 PE=1 SV=1,3,-Inf,6,6,9,3,0
1274,>sp|P47032|PRY1_YEAST Protein PRY1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PRY1 PE=1 SV=1,1,1,2,2,4,1,0
1275,>sp|P47033|PRY3_YEAST Cell wall protein PRY3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PRY3 PE=1 SV=1,1,1,1,1,3,1,0
1276,>sp|P47035|NET1_YEAST Nucleolar protein NET1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NET1 PE=1 SV=1,4,6,9,9,19,4,0
1277,>sp|P47037|SMC3_YEAST Structural maintenance of chromosomes protein 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SMC3 PE=1 SV=1,-Inf,3,1,3,4,-Inf,0
1278,>sp|P47039|BNA3_YEAST Probable kynurenine--oxoglutarate transaminase BNA3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=BNA3 PE=1 SV=1,3,3,6,6,12,3,0
1279,>sp|P47044|YJF5_YEAST LOG family protein YJL055W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YJL055W PE=1 SV=1,2,1,5,5,8,2,0
1280,>sp|P47047|MTR4_YEAST ATP-dependent RNA helicase DOB1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MTR4 PE=1 SV=1,5,3,4,5,12,5,0
1281,>sp|P47054|NU192_YEAST Nucleoporin NUP192 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NUP192 PE=1 SV=1,-Inf,-Inf,3,3,3,-Inf,0
1282,>sp|P47068|BBC1_YEAST Myosin tail region-interacting protein MTI1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=BBC1 PE=1 SV=2,12,18,26,26,56,12,0
1283,>sp|P47075|VTC4_YEAST Vacuolar transporter chaperone 4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=VTC4 PE=1 SV=2,23,24,30,30,77,23,0
1284,>sp|P47077|NOP9_YEAST Nucleolar protein 9 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NOP9 PE=1 SV=1,2,-Inf,1,2,3,2,0
1285,>sp|P47079|TCPQ_YEAST T-complex protein 1 subunit theta OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CCT8 PE=1 SV=1,16,16,20,20,52,16,0
1286,>sp|P47083|MPP10_YEAST U3 small nucleolar RNA-associated protein MPP10 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MPP10 PE=1 SV=1,-Inf,-Inf,2,2,2,-Inf,0
1287,>sp|P47085|YJX8_YEAST MEMO1 family protein YJR008W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YJR008W PE=1 SV=1,-Inf,-Inf,1,1,1,-Inf,0
1288,>sp|P47089|DENR_YEAST Translation machinery-associated protein 22 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TMA22 PE=1 SV=1,3,3,5,5,11,3,0
1289,>sp|P47095|MTNB_YEAST Methylthioribulose-1-phosphate dehydratase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MDE1 PE=1 SV=1,-Inf,1,2,2,3,-Inf,0
1290,>sp|P47096|3HAO_YEAST 3-hydroxyanthranilate 3-4-dioxygenase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=BNA1 PE=1 SV=1,1,3,1,3,5,1,0
1291,>sp|P47103|CYP7_YEAST Peptidyl-prolyl cis-trans isomerase CYP7 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CPR7 PE=1 SV=1,-Inf,-Inf,1,1,1,-Inf,0
1292,>sp|P47116|PTK2_YEAST Serine/threonine-protein kinase PTK2/STK2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PTK2 PE=1 SV=1,2,3,6,6,11,2,0
1293,>sp|P47117|ARP3_YEAST Actin-related protein 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ARP3 PE=1 SV=1,2,4,12,12,18,2,0
1294,>sp|P47119|ITPA_YEAST Inosine triphosphate pyrophosphatase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HAM1 PE=1 SV=1,6,6,7,7,19,6,0
1295,>sp|P47120|DOHH_YEAST Deoxyhypusine hydroxylase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=LIA1 PE=1 SV=1,9,9,18,18,36,9,0
1296,>sp|P47122|GPN1_YEAST GPN-loop GTPase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NPA3 PE=1 SV=1,3,1,2,3,6,3,0
1297,>sp|P47123|MOG1_YEAST Nuclear import protein MOG1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MOG1 PE=1 SV=1,-Inf,-Inf,1,1,1,-Inf,0
1298,>sp|P47124|HOC1_YEAST Putative glycosyltransferase HOC1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HOC1 PE=1 SV=3,1,-Inf,1,1,2,1,0
1299,>sp|P47127|AIM24_YEAST Altered inheritance of mitochondria protein 24- mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=AIM24 PE=1 SV=1,-Inf,3,2,3,5,-Inf,0
1300,>sp|P47133|EMC2_YEAST ER membrane protein complex subunit 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=EMC2 PE=1 SV=1,1,-Inf,2,2,3,1,0
1301,>sp|P47135|JSN1_YEAST Protein JSN1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=JSN1 PE=1 SV=1,2,-Inf,2,2,4,2,0
1302,>sp|P47137|YJ66_YEAST Uncharacterized oxidoreductase YJR096W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YJR096W PE=1 SV=1,2,-Inf,6,6,8,2,0
1303,>sp|P47143|ADK_YEAST Adenosine kinase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ADO1 PE=1 SV=1,12,10,17,17,39,12,0
1304,>sp|P47154|STE24_YEAST CAAX prenyl protease 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=STE24 PE=1 SV=1,12,10,14,14,36,12,0
1305,>sp|P47155|ILM1_YEAST Protein ILM1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ILM1 PE=1 SV=1,-Inf,-Inf,1,1,1,-Inf,0
1306,>sp|P47160|ENT3_YEAST Epsin-3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ENT3 PE=1 SV=1,5,5,12,12,22,5,0
1307,>sp|P47161|VPS70_YEAST Vacuolar protein sorting-associated protein 70 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=VPS70 PE=1 SV=1,1,2,1,2,4,1,0
1308,>sp|P47165|XPT1_YEAST Xanthine phosphoribosyltransferase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=XPT1 PE=1 SV=1,1,1,2,2,4,1,0
1309,>sp|P47173|YJ9J_YEAST Uncharacterized protein YJR142W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YJR142W PE=1 SV=1,2,4,5,5,11,2,0
1310,>sp|P47176|BCA2_YEAST Branched-chain-amino-acid aminotransferase- cytosolic OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=BAT2 PE=1 SV=1,12,11,21,21,44,12,0
